epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
2,1.41784,4.59336,4.28557,1.90938,0.01609,0.04667,0.01695,0.00435,3.73592,4.2497,1.74381,1.1055e-05,1.1055e-05,1.1055e-05
3,1.96871,5.08579,4.31705,1.94235,0.01647,0.04667,0.01379,0.00356,3.74428,4.24837,1.74062,2.2e-05,2.2e-05,2.2e-05
4,2.46782,5.18309,4.29028,2.0496,0.01707,0.04667,0.02141,0.00409,3.74646,4.24214,1.72584,3.2835e-05,3.2835e-05,3.2835e-05
5,2.93323,4.86072,4.32067,1.97343,0.01667,0.04667,0.02529,0.00778,3.75729,4.24472,1.72181,4.35601e-05,4.35601e-05,4.35601e-05
6,3.40429,4.33922,4.29297,1.70872,0.01647,0.04667,0.02302,0.00596,3.82396,4.24721,1.74583,5.41751e-05,5.41751e-05,5.41751e-05
7,3.87832,5.02648,4.34801,1.92277,0.01573,0.04667,0.02431,0.0056,3.81259,4.25529,1.7358,6.46802e-05,6.46802e-05,6.46802e-05
8,4.42825,4.58498,4.3786,1.76959,0.01489,0.04667,0.01419,0.00354,3.76051,4.25554,1.71137,7.50753e-05,7.50753e-05,7.50753e-05
9,5.07372,5.15231,4.31844,1.90531,0.01522,0.04667,0.02756,0.00647,3.76126,4.25761,1.71069,8.53604e-05,8.53604e-05,8.53604e-05
10,5.72177,4.84128,4.37008,1.79637,0.01522,0.04667,0.01289,0.00317,3.67667,4.25596,1.64456,9.55354e-05,9.55354e-05,9.55354e-05
11,6.36483,5.2127,4.31074,2.02468,0.01505,0.04667,0.01382,0.00388,3.60676,4.24714,1.57388,0.000105601,0.000105601,0.000105601
12,7.05266,4.64675,4.33336,1.84283,0.01474,0.04667,0.01525,0.0037,3.50119,4.24804,1.51602,0.000115556,0.000115556,0.000115556
13,7.69091,3.70922,4.25024,1.61454,0.01458,0.04667,0.01293,0.00383,3.36757,4.25842,1.45452,0.000125401,0.000125401,0.000125401
14,8.36523,4.42807,4.30692,1.74213,0.01458,0.04667,0.01907,0.00428,3.2757,4.25697,1.40459,0.000135136,0.000135136,0.000135136
15,9.01048,4.13109,4.22237,1.60775,0.01489,0.04667,0.01732,0.0051,3.19904,4.25998,1.36643,0.000144761,0.000144761,0.000144761
16,9.63953,3.95299,4.27481,1.59069,0.01538,0.04667,0.01221,0.00301,3.24483,4.26509,1.36707,0.000154276,0.000154276,0.000154276
17,10.3043,4.1612,4.21921,1.78712,0.01522,0.04667,0.01677,0.00412,3.18996,4.26593,1.34026,0.000163681,0.000163681,0.000163681
18,11.0056,4.33351,4.26805,1.6207,0.01505,0.04667,0.0129,0.00305,3.11512,4.26704,1.30694,0.000172977,0.000172977,0.000172977
19,11.6571,3.79696,4.12488,1.52137,0.01505,0.04667,0.01467,0.0036,3.00342,4.26335,1.2676,0.000182162,0.000182162,0.000182162
20,12.3232,3.67382,4.20567,1.48613,0.01474,0.04667,0.01479,0.00398,2.88756,4.2565,1.22552,0.000191237,0.000191237,0.000191237
21,12.9982,3.58688,4.13217,1.40024,0.01489,0.04667,0.01303,0.0033,2.89088,4.26173,1.2329,0.000200202,0.000200202,0.000200202
22,13.713,4.10406,4.17466,1.51662,0.01489,0.04667,0.01482,0.00384,2.8005,4.2496,1.19401,0.000209057,0.000209057,0.000209057
23,14.387,2.87917,4.13794,1.29778,0.01443,0.04667,0.01738,0.00398,2.73239,4.24915,1.15895,0.000217803,0.000217803,0.000217803
24,15.0221,3.46812,4.15183,1.34176,0.01414,0.04667,0.02193,0.00461,2.6096,4.25572,1.124,0.000226438,0.000226438,0.000226438
25,15.6741,3.48682,4.14782,1.37663,0.01373,0.04667,0.02145,0.00446,2.5625,4.26316,1.1047,0.000234963,0.000234963,0.000234963
1,0.712388,4.76263,4.1928,2.04081,0.01647,0.04667,0.01568,0.004,3.73955,4.24702,1.75238,0,0,0
2,1.34723,4.59336,4.28557,1.90938,0.01609,0.04667,0.01695,0.00435,3.73592,4.2497,1.74381,1.1055e-05,1.1055e-05,1.1055e-05
3,1.88246,5.08579,4.31705,1.94235,0.01647,0.04667,0.01379,0.00356,3.74428,4.24837,1.74062,2.2e-05,2.2e-05,2.2e-05
4,2.39933,5.18309,4.29028,2.0496,0.01707,0.04667,0.02141,0.00409,3.74646,4.24214,1.72584,3.2835e-05,3.2835e-05,3.2835e-05
5,2.87591,4.86072,4.32067,1.97343,0.01667,0.04667,0.02529,0.00778,3.75729,4.24472,1.72181,4.35601e-05,4.35601e-05,4.35601e-05
6,3.34782,4.33922,4.29297,1.70872,0.01647,0.04667,0.02302,0.00596,3.82396,4.24721,1.74583,5.41751e-05,5.41751e-05,5.41751e-05
7,3.80853,5.02648,4.34801,1.92277,0.01573,0.04667,0.02431,0.0056,3.81259,4.25529,1.7358,6.46802e-05,6.46802e-05,6.46802e-05
8,4.33265,4.58498,4.3786,1.76959,0.01489,0.04667,0.01419,0.00354,3.76051,4.25554,1.71137,7.50753e-05,7.50753e-05,7.50753e-05
9,4.97269,5.15231,4.31844,1.90531,0.01522,0.04667,0.02756,0.00647,3.76126,4.25761,1.71069,8.53604e-05,8.53604e-05,8.53604e-05
10,5.61142,4.84128,4.37008,1.79637,0.01522,0.04667,0.01289,0.00317,3.67667,4.25596,1.64456,9.55354e-05,9.55354e-05,9.55354e-05
11,6.25441,5.2127,4.31074,2.02468,0.01505,0.04667,0.01382,0.00388,3.60676,4.24714,1.57388,0.000105601,0.000105601,0.000105601
12,6.89776,4.64675,4.33336,1.84283,0.01474,0.04667,0.01525,0.0037,3.50119,4.24804,1.51602,0.000115556,0.000115556,0.000115556
13,7.57484,3.70922,4.25024,1.61454,0.01458,0.04667,0.01293,0.00383,3.36757,4.25842,1.45452,0.000125401,0.000125401,0.000125401
14,8.22768,4.42807,4.30692,1.74213,0.01458,0.04667,0.01907,0.00428,3.2757,4.25697,1.40459,0.000135136,0.000135136,0.000135136
15,8.91014,4.13109,4.22237,1.60775,0.01489,0.04667,0.01732,0.0051,3.19904,4.25998,1.36643,0.000144761,0.000144761,0.000144761
16,9.58293,3.95299,4.27481,1.59069,0.01538,0.04667,0.01221,0.00301,3.24483,4.26509,1.36707,0.000154276,0.000154276,0.000154276
17,10.2562,4.1612,4.21921,1.78712,0.01522,0.04667,0.01677,0.00412,3.18996,4.26593,1.34026,0.000163681,0.000163681,0.000163681
18,10.9192,4.33351,4.26805,1.6207,0.01505,0.04667,0.0129,0.00305,3.11512,4.26704,1.30694,0.000172977,0.000172977,0.000172977
19,11.5828,3.79696,4.12488,1.52137,0.01505,0.04667,0.01467,0.0036,3.00342,4.26335,1.2676,0.000182162,0.000182162,0.000182162
20,12.2262,3.67382,4.20567,1.48613,0.01474,0.04667,0.01479,0.00398,2.88756,4.2565,1.22552,0.000191237,0.000191237,0.000191237
21,12.8696,3.58688,4.13217,1.40024,0.01489,0.04667,0.01303,0.0033,2.89088,4.26173,1.2329,0.000200202,0.000200202,0.000200202
22,13.5433,4.10406,4.17466,1.51662,0.01489,0.04667,0.01482,0.00384,2.8005,4.2496,1.19401,0.000209057,0.000209057,0.000209057
23,14.1715,2.87917,4.13794,1.29778,0.01443,0.04667,0.01738,0.00398,2.73239,4.24915,1.15895,0.000217803,0.000217803,0.000217803
24,14.8143,3.46812,4.15183,1.34176,0.01414,0.04667,0.02193,0.00461,2.6096,4.25572,1.124,0.000226438,0.000226438,0.000226438
25,15.5008,3.48682,4.14782,1.37663,0.01373,0.04667,0.02145,0.00446,2.5625,4.26316,1.1047,0.000234963,0.000234963,0.000234963
26,16.1553,3.15841,4.19181,1.33829,0.01333,0.04667,0.02335,0.00527,2.4901,4.26842,1.09117,0.000243378,0.000243378,0.000243378
27,16.8217,3.45403,4.16836,1.35599,0.01333,0.04667,0.0196,0.00413,2.46037,4.27174,1.0829,0.000251684,0.000251684,0.000251684
28,17.5855,3.24825,4.0571,1.37091,0.01346,0.04667,0.01873,0.00375,2.42977,4.27418,1.0807,0.000259879,0.000259879,0.000259879
29,18.2928,3.10829,4.08618,1.27326,0.01414,0.04667,0.02368,0.00543,2.39048,4.27144,1.07582,0.000267964,0.000267964,0.000267964
30,18.9249,3.28559,4.0782,1.32262,0.01505,0.04667,0.02081,0.00471,2.35378,4.26662,1.06339,0.00027594,0.00027594,0.00027594
31,19.5642,3.14015,4.0522,1.27095,0.01905,0.05333,0.02425,0.0048,2.31318,4.26129,1.05131,0.000283805,0.000283805,0.000283805
32,20.2909,3.25676,3.96997,1.25694,0.01795,0.04667,0.02155,0.00429,2.27702,4.25024,1.04104,0.00029156,0.00029156,0.00029156
33,20.936,3.07715,3.99117,1.28311,0.02,0.05333,0.02655,0.00476,2.26687,4.23967,1.03814,0.000299206,0.000299206,0.000299206
34,21.579,3.09605,3.96984,1.2283,0.01772,0.04667,0.02132,0.00417,2.24712,4.22344,1.03414,0.000306741,0.000306741,0.000306741
35,22.2275,3.60126,3.95483,1.35311,0.01798,0.05333,0.02418,0.00422,2.26959,4.20408,1.0399,0.000314166,0.000314166,0.000314166
36,22.9051,3.25054,3.87914,1.22013,0.01667,0.05333,0.02104,0.00412,2.28257,4.18576,1.0507,0.000321482,0.000321482,0.000321482
37,23.559,2.94542,3.86472,1.26775,0.01553,0.05333,0.01419,0.00327,2.27473,4.15497,1.04809,0.000328687,0.000328687,0.000328687
38,24.2176,2.99682,3.90988,1.21634,0.01569,0.05333,0.01419,0.0032,2.27753,4.12891,1.04699,0.000335783,0.000335783,0.000335783
39,24.8569,3.09124,3.80018,1.26816,0.01386,0.04667,0.01242,0.0031,2.24929,4.10149,1.04476,0.000342768,0.000342768,0.000342768
40,25.5109,3.1233,3.71652,1.18254,0.01443,0.04667,0.0126,0.00316,2.18655,4.08285,1.03933,0.000349643,0.000349643,0.000349643
41,26.1619,2.66644,3.71492,1.18531,0.01739,0.05333,0.01668,0.00366,2.19186,4.0624,1.04636,0.000356409,0.000356409,0.000356409
42,26.8128,3.1499,3.78413,1.22908,0.02069,0.06,0.01855,0.00431,2.19813,4.04897,1.05588,0.000363064,0.000363064,0.000363064
43,27.4647,2.50382,3.59067,1.14833,0.02093,0.06,0.01919,0.00451,2.22282,4.02458,1.0754,0.00036961,0.00036961,0.00036961
44,28.1229,2.83559,3.7229,1.15697,0.02069,0.06,0.02161,0.00589,2.26452,4.01492,1.09899,0.000376045,0.000376045,0.000376045
45,28.7838,3.03141,3.66292,1.20084,0.02025,0.05333,0.02698,0.00808,2.26182,3.98565,1.10155,0.000382371,0.000382371,0.000382371
46,29.4682,2.81442,3.5924,1.15413,0.01905,0.05333,0.01867,0.00553,2.26847,3.95276,1.1041,0.000388586,0.000388586,0.000388586
47,30.1076,3.0951,3.66918,1.20565,0.01882,0.05333,0.01436,0.00355,2.29123,3.93278,1.10502,0.000394692,0.000394692,0.000394692
48,30.7577,2.85831,3.6296,1.15957,0.02299,0.06667,0.01816,0.00466,2.28859,3.90691,1.10183,0.000400687,0.000400687,0.000400687
49,31.4046,2.88256,3.51525,1.21573,0.025,0.06667,0.01923,0.00525,2.27273,3.87904,1.10205,0.000406573,0.000406573,0.000406573
50,32.0397,2.72007,3.51598,1.1983,0.02933,0.07333,0.02416,0.00695,2.30198,3.84881,1.11303,0.000412348,0.000412348,0.000412348
51,32.8188,2.75284,3.38166,1.13059,0.03038,0.08,0.02563,0.00693,2.38682,3.81948,1.13239,0.000418014,0.000418014,0.000418014
52,33.4637,3.00566,3.6187,1.2335,0.03117,0.08,0.03079,0.00819,2.50588,3.79731,1.15972,0.000423569,0.000423569,0.000423569
53,34.1015,2.85518,3.36348,1.14557,0.0325,0.08667,0.03714,0.0095,2.5597,3.74573,1.17282,0.000429015,0.000429015,0.000429015
54,34.7813,2.76832,3.33093,1.17135,0.03294,0.09333,0.04549,0.01148,2.60287,3.69043,1.1783,0.00043435,0.00043435,0.00043435
55,35.4443,2.54441,3.33097,1.1566,0.02955,0.08667,0.04702,0.0126,2.61678,3.63328,1.17793,0.000439576,0.000439576,0.000439576
56,36.079,2.74407,3.28824,1.2012,0.03469,0.11333,0.05474,0.01486,2.60584,3.56329,1.17636,0.000444692,0.000444692,0.000444692
57,36.72,2.39769,3.28375,1.12354,0.04124,0.13333,0.06645,0.01897,2.59204,3.49599,1.17335,0.000449697,0.000449697,0.000449697
58,37.3939,3.11057,3.20868,1.21439,0.036,0.12,0.06752,0.02197,2.54167,3.43828,1.15366,0.000454593,0.000454593,0.000454593
59,38.0663,2.62619,3.08788,1.14792,0.03818,0.14,0.07253,0.0232,2.46486,3.38901,1.12762,0.000459379,0.000459379,0.000459379
60,38.7191,2.80251,3.04953,1.11534,0.03833,0.15333,0.07219,0.0255,2.41252,3.34182,1.11325,0.000464054,0.000464054,0.000464054
61,39.3661,2.91397,3.07394,1.15527,0.03492,0.14667,0.0675,0.02417,2.39076,3.28928,1.10602,0.00046862,0.00046862,0.00046862
62,40.0214,2.63908,3.00062,1.12442,0.03582,0.16,0.06909,0.02525,2.36608,3.23253,1.0985,0.000473075,0.000473075,0.000473075
63,40.6726,2.55945,2.99039,1.13211,0.0378,0.16,0.0715,0.02355,2.34869,3.25421,1.09295,0.000477421,0.000477421,0.000477421
64,41.3173,2.75569,2.90899,1.13541,0.04063,0.17333,0.0725,0.02601,2.37968,3.3054,1.09968,0.000481657,0.000481657,0.000481657
65,42.0111,2.93954,2.99289,1.13328,0.0416,0.17333,0.08052,0.03042,2.43792,3.32138,1.11257,0.000485783,0.000485783,0.000485783
66,42.6469,2.80259,2.73979,1.08389,0.04098,0.16667,0.08674,0.02947,2.41498,3.27605,1.10937,0.000489798,0.000489798,0.000489798
67,43.3014,2.71606,2.95002,1.13272,0.04587,0.16667,0.09029,0.03005,2.38303,3.21311,1.10879,0.000493704,0.000493704,0.000493704
68,43.9376,2.61381,2.80156,1.11741,0.04717,0.16667,0.09083,0.02695,2.45933,3.12994,1.12448,0.0004975,0.0004975,0.0004975
69,44.6084,2.4626,2.77395,1.17466,0.04571,0.16,0.09149,0.02821,2.51374,3.00315,1.13509,0.000501185,0.000501185,0.000501185
70,45.2536,2.77355,2.798,1.13443,0.04762,0.16667,0.10015,0.03326,2.55293,2.88906,1.13721,0.000504761,0.000504761,0.000504761
71,45.9115,2.78723,2.79035,1.14111,0.05253,0.17333,0.10827,0.04302,2.48845,2.7889,1.12878,0.000508227,0.000508227,0.000508227
72,46.5468,2.81995,2.56713,1.12399,0.05243,0.18,0.11676,0.04977,2.46818,2.65585,1.13308,0.000511583,0.000511583,0.000511583
73,47.2054,2.81968,2.57552,1.10273,0.05773,0.18667,0.12703,0.05134,2.4938,2.48546,1.13235,0.000514829,0.000514829,0.000514829
74,47.8731,2.80774,2.73239,1.15767,0.06364,0.18667,0.13651,0.05419,2.4594,2.28857,1.1268,0.000517964,0.000517964,0.000517964
75,48.5409,2.63455,2.47538,1.0764,0.30576,0.15333,0.137,0.05073,2.46445,2.23039,1.12744,0.00052099,0.00052099,0.00052099
76,49.3082,2.59893,2.24272,1.09875,0.71554,0.12667,0.13299,0.04783,2.51206,2.12484,1.1462,0.000523906,0.000523906,0.000523906
77,49.9784,2.61511,2.38177,1.09333,0.72795,0.1,0.13448,0.04803,2.49126,1.93804,1.14817,0.000526712,0.000526712,0.000526712
78,50.6207,2.80689,2.26021,1.11728,0.53186,0.1,0.13341,0.04569,2.44472,1.76997,1.14846,0.000529408,0.000529408,0.000529408
79,51.2591,2.69269,2.29839,1.06169,0.52395,0.10871,0.1382,0.04896,2.44309,1.67527,1.15284,0.000531993,0.000531993,0.000531993
80,51.8989,2.80441,2.51889,1.12065,0.53388,0.12154,0.14534,0.05143,2.41016,1.67036,1.13789,0.000534469,0.000534469,0.000534469
81,52.552,2.45734,2.20447,1.12531,0.53495,0.13835,0.14372,0.05582,2.30239,1.61956,1.11223,0.000536835,0.000536835,0.000536835
82,53.2195,2.5526,2.49372,1.10869,0.54746,0.14976,0.15674,0.06582,2.17959,1.56752,1.0725,0.000539091,0.000539091,0.000539091
83,53.8832,2.99759,2.14845,1.10548,0.32886,0.13333,0.14093,0.06621,2.14378,1.56762,1.05604,0.000541237,0.000541237,0.000541237
84,54.605,2.41483,2.11895,1.08694,0.33039,0.12,0.14026,0.06408,2.13589,1.64454,1.05772,0.000543273,0.000543273,0.000543273
85,55.2469,2.92289,2.41368,1.12711,0.33346,0.12037,0.15442,0.06137,2.17907,1.6974,1.05382,0.000545199,0.000545199,0.000545199
86,55.8969,2.76576,2.00163,1.11413,0.11563,0.1097,0.1374,0.05897,2.21313,1.75144,1.06413,0.000547015,0.000547015,0.000547015
87,56.5465,2.41394,2.04763,1.12779,0.11703,0.12,0.13564,0.0571,2.31436,1.72584,1.08774,0.000548721,0.000548721,0.000548721
88,57.1812,2.71279,2.17529,1.11305,0.12423,0.12023,0.14171,0.05475,2.36489,1.68625,1.10616,0.000550317,0.000550317,0.000550317
89,57.8152,2.44402,1.85598,1.09074,0.14925,0.12667,0.15291,0.06177,2.36247,1.63189,1.11432,0.000551803,0.000551803,0.000551803
90,58.471,2.60697,2.06061,1.11236,0.16043,0.13522,0.16013,0.06267,2.361,1.61348,1.12068,0.000553179,0.000553179,0.000553179
91,59.1019,2.68749,2.12508,1.12302,0.1602,0.1342,0.15988,0.06469,2.39177,1.59652,1.11897,0.000554445,0.000554445,0.000554445
92,59.7505,2.55306,1.99112,1.03573,0.15909,0.13333,0.15573,0.06216,2.40264,1.57024,1.11848,0.000555601,0.000555601,0.000555601
93,60.4116,2.6427,1.81632,1.07924,0.16823,0.14124,0.16465,0.06436,2.3873,1.53183,1.11181,0.000556647,0.000556647,0.000556647
94,61.0712,2.75595,1.94519,1.06732,0.17416,0.13486,0.17119,0.07345,2.27079,1.54245,1.09065,0.000557583,0.000557583,0.000557583
95,61.7135,2.41093,1.74875,1.06693,0.16556,0.12825,0.16709,0.07467,2.20665,1.58475,1.07255,0.000558409,0.000558409,0.000558409
96,62.3726,2.71697,1.85248,1.08948,0.18083,0.12578,0.16845,0.07671,2.20095,1.70843,1.06677,0.000559125,0.000559125,0.000559125
97,63.0605,2.40525,1.69313,1.07018,0.16847,0.10688,0.16439,0.07409,2.23827,1.85059,1.06847,0.000559731,0.000559731,0.000559731
98,63.7195,2.61362,1.85005,1.09768,0.16767,0.10382,0.16444,0.06981,2.32785,1.92125,1.08218,0.000560227,0.000560227,0.000560227
99,64.4686,2.75662,1.85109,1.20688,0.1619,0.1,0.15928,0.06806,2.36815,1.92045,1.08882,0.000560613,0.000560613,0.000560613
100,65.1042,2.56189,1.82129,1.08299,0.16241,0.1,0.16074,0.06972,2.39524,1.85583,1.101,0.000560889,0.000560889,0.000560889
101,65.7634,2.71977,1.79512,1.09939,0.15945,0.10491,0.14896,0.06716,2.45085,1.72555,1.1183,0.000561055,0.000561055,0.000561055
102,66.4389,2.53587,1.87643,1.04833,0.16396,0.12135,0.14757,0.06635,2.4349,1.68354,1.11424,0.000555556,0.000555556,0.000555556
103,67.1124,2.50625,1.64972,1.05953,0.17387,0.13309,0.15942,0.06983,2.3457,1.72692,1.09332,0.000550056,0.000550056,0.000550056
104,67.7477,2.51175,1.86132,1.10683,0.19019,0.12933,0.17297,0.08052,2.23249,1.79798,1.06754,0.000544557,0.000544557,0.000544557
105,68.4169,2.57035,1.74377,1.11388,0.18841,0.12667,0.17825,0.08851,2.13165,1.84727,1.05264,0.000539057,0.000539057,0.000539057
106,69.0839,2.21994,1.48054,1.01405,0.1843,0.12,0.17901,0.08922,2.09639,1.88634,1.0489,0.000533558,0.000533558,0.000533558
107,69.7401,2.45656,1.53627,1.04488,0.16786,0.12667,0.17316,0.08584,2.09267,1.8789,1.04154,0.000528058,0.000528058,0.000528058
108,70.415,2.52807,1.76277,1.0684,0.16611,0.13076,0.16933,0.07846,2.14622,1.85579,1.0577,0.000522559,0.000522559,0.000522559
109,71.0622,2.23982,1.43209,1.02717,0.16749,0.13743,0.16831,0.07718,2.18995,1.82933,1.07356,0.000517059,0.000517059,0.000517059
110,71.7246,2.28589,1.46984,1.05144,0.1684,0.14218,0.16939,0.07452,2.26336,1.80277,1.09582,0.00051156,0.00051156,0.00051156
111,72.3836,2.34245,1.70564,1.0641,0.16759,0.13795,0.16956,0.07054,2.33048,1.80549,1.11591,0.00050606,0.00050606,0.00050606
112,73.0105,2.34989,1.39668,1.0658,0.16797,0.13983,0.16686,0.0686,2.31134,1.80169,1.10446,0.000500561,0.000500561,0.000500561
113,73.6463,2.27759,1.52274,1.05177,0.1639,0.1514,0.1665,0.06721,2.33962,1.76788,1.10625,0.000495062,0.000495062,0.000495062
114,74.3005,2.3561,1.50141,1.04845,0.15196,0.14763,0.16714,0.06896,2.33551,1.62343,1.10749,0.000489562,0.000489562,0.000489562
115,74.9314,2.40949,1.35925,1.05712,0.1595,0.15759,0.16681,0.06949,2.26813,1.51169,1.08081,0.000484063,0.000484063,0.000484063
116,75.5615,2.36982,1.41854,1.0106,0.16542,0.15947,0.16863,0.07459,2.22465,1.43713,1.0566,0.000478563,0.000478563,0.000478563
117,76.2137,2.37371,1.46572,1.04039,0.1523,0.14667,0.17106,0.07693,2.16346,1.342,1.03994,0.000473064,0.000473064,0.000473064
118,76.8851,2.50075,1.26607,1.03173,0.15228,0.14,0.16843,0.0721,2.21959,1.34543,1.03269,0.000467564,0.000467564,0.000467564
119,77.559,2.39371,1.32535,1.05784,0.14909,0.13672,0.16174,0.07006,2.25693,1.33718,1.03366,0.000462065,0.000462065,0.000462065
120,78.2129,2.54387,1.46216,1.05196,0.14904,0.13653,0.16222,0.06742,2.31119,1.33084,1.03766,0.000456565,0.000456565,0.000456565
121,78.8422,2.54734,1.51335,1.02506,0.14401,0.15333,0.1587,0.06301,2.3799,1.32318,1.04936,0.000451066,0.000451066,0.000451066
122,79.5053,2.32998,1.59479,1.0466,0.14795,0.15164,0.15796,0.05892,2.38673,1.32608,1.05012,0.000445567,0.000445567,0.000445567
123,80.1975,2.44015,1.54028,1.02878,0.14051,0.15751,0.15831,0.05985,2.33692,1.30064,1.04178,0.000440067,0.000440067,0.000440067
124,80.9309,2.44943,1.29361,1.06993,0.35151,0.16666,0.15665,0.05985,2.3065,1.29031,1.0316,0.000434568,0.000434568,0.000434568
125,81.5672,2.43537,1.28679,1.02223,0.35004,0.16019,0.15814,0.06024,2.28554,1.31061,1.01869,0.000429068,0.000429068,0.000429068
126,82.2232,2.46763,1.43574,1.04267,0.3554,0.17333,0.16412,0.06223,2.25812,1.31407,1.01277,0.000423569,0.000423569,0.000423569
127,82.9203,2.42322,1.37427,1.05087,0.3586,0.17879,0.16397,0.06499,2.20027,1.29074,1.01271,0.000418069,0.000418069,0.000418069
128,83.5701,2.60014,1.60324,1.0544,0.35466,0.18197,0.16679,0.07261,2.12013,1.262,1.00518,0.00041257,0.00041257,0.00041257
129,84.1981,2.38331,1.30811,1.02061,0.35452,0.18122,0.16818,0.07456,2.06231,1.25957,0.99585,0.00040707,0.00040707,0.00040707
130,84.8487,2.55531,1.47052,1.09081,0.35734,0.17333,0.17238,0.08025,2.00661,1.25529,0.99319,0.000401571,0.000401571,0.000401571
131,85.4935,2.50916,1.4797,1.04876,0.35744,0.17333,0.17409,0.07877,1.95463,1.24886,0.99475,0.000396071,0.000396071,0.000396071
132,86.135,2.27842,1.2897,1.06948,0.36418,0.18,0.17474,0.08321,1.93637,1.2269,0.9967,0.000390572,0.000390572,0.000390572
133,86.7966,2.28893,1.33754,1.02394,0.36421,0.18355,0.17558,0.0821,1.97668,1.19553,1.0057,0.000385073,0.000385073,0.000385073
134,87.433,2.177,1.12623,1.03321,0.35814,0.17635,0.17244,0.07816,2.04668,1.15422,1.02413,0.000379573,0.000379573,0.000379573
135,88.0574,2.19295,1.23125,1.0498,0.35174,0.16773,0.16108,0.06938,2.14044,1.14062,1.04768,0.000374074,0.000374074,0.000374074
136,88.7088,2.31774,1.21096,1.049,0.35408,0.17896,0.16242,0.06772,2.1951,1.13575,1.05563,0.000368574,0.000368574,0.000368574
137,89.3745,2.3092,1.35727,1.04078,0.35394,0.17827,0.16242,0.06689,2.22754,1.12939,1.06139,0.000363075,0.000363075,0.000363075
138,90.0383,2.26911,1.04376,1.02797,0.35068,0.17333,0.16264,0.06753,2.19744,1.10906,1.05868,0.000357575,0.000357575,0.000357575
139,90.6731,2.23835,1.01022,1.04243,0.34892,0.17497,0.16254,0.07041,2.16041,1.09583,1.05164,0.000352076,0.000352076,0.000352076
140,91.3213,2.10489,1.1256,1.04427,0.34754,0.16667,0.15964,0.07263,2.09448,1.07014,1.04174,0.000346576,0.000346576,0.000346576
141,91.9682,2.26156,1.04429,1.00412,0.35141,0.17333,0.15894,0.07537,2.02235,1.04864,1.02479,0.000341077,0.000341077,0.000341077
142,92.6419,2.2988,1.17599,1.02121,0.34978,0.17333,0.15644,0.07499,2.00132,1.0548,1.02018,0.000335578,0.000335578,0.000335578
143,93.2944,2.37504,1.27612,1.0373,0.35574,0.18,0.16901,0.07489,2.0009,1.06907,1.01992,0.000330078,0.000330078,0.000330078
144,93.9381,2.1203,1.08895,1.00948,0.35401,0.17863,0.16673,0.07342,2.01281,1.07915,1.01944,0.000324579,0.000324579,0.000324579
145,94.6083,2.14086,1.06828,1.02257,0.3457,0.17333,0.15067,0.07098,2.04604,1.0803,1.02746,0.000319079,0.000319079,0.000319079
146,95.2793,2.28643,1.16004,1.04581,0.34467,0.17432,0.14585,0.06951,2.1061,1.06891,1.04158,0.00031358,0.00031358,0.00031358
1,0.698123,4.76263,4.1928,2.04081,0.01647,0.04667,0.01568,0.004,3.73955,4.24702,1.75238,0,0,0
2,1.35479,4.59336,4.28557,1.90938,0.01609,0.04667,0.01695,0.00435,3.73592,4.2497,1.74381,1.1055e-05,1.1055e-05,1.1055e-05
3,1.85658,5.08579,4.31705,1.94235,0.01647,0.04667,0.01379,0.00356,3.74428,4.24837,1.74062,2.2e-05,2.2e-05,2.2e-05
4,2.36376,5.18309,4.29028,2.0496,0.01707,0.04667,0.02141,0.00409,3.74646,4.24214,1.72584,3.2835e-05,3.2835e-05,3.2835e-05
5,2.85791,4.86072,4.32067,1.97343,0.01667,0.04667,0.02529,0.00778,3.75729,4.24472,1.72181,4.35601e-05,4.35601e-05,4.35601e-05
6,3.35538,4.33922,4.29297,1.70872,0.01647,0.04667,0.02302,0.00596,3.82396,4.24721,1.74583,5.41751e-05,5.41751e-05,5.41751e-05
7,3.84023,5.02648,4.34801,1.92277,0.01573,0.04667,0.02431,0.0056,3.81259,4.25529,1.7358,6.46802e-05,6.46802e-05,6.46802e-05
8,4.36881,4.58498,4.3786,1.76959,0.01489,0.04667,0.01419,0.00354,3.76051,4.25554,1.71137,7.50753e-05,7.50753e-05,7.50753e-05
9,5.01937,5.1523,4.31839,1.9053,0.01522,0.04667,0.02756,0.00647,3.76126,4.25761,1.71069,8.53604e-05,8.53604e-05,8.53604e-05
10,5.68867,4.84128,4.37009,1.79637,0.01522,0.04667,0.0143,0.00372,3.67811,4.25745,1.64477,9.55354e-05,9.55354e-05,9.55354e-05
11,6.34874,5.21739,4.31084,2.02651,0.01505,0.04667,0.01386,0.00388,3.60878,4.24827,1.57413,0.000105601,0.000105601,0.000105601
12,6.99951,4.64565,4.33324,1.8419,0.01474,0.04667,0.01525,0.0037,3.50116,4.24934,1.51535,0.000115556,0.000115556,0.000115556
13,7.69476,3.70631,4.24952,1.61418,0.01474,0.04667,0.01476,0.00443,3.39936,4.25688,1.46482,0.000125401,0.000125401,0.000125401
14,8.38137,4.40571,4.3077,1.7437,0.01474,0.04667,0.01801,0.00414,3.31222,4.25983,1.41829,0.000135136,0.000135136,0.000135136
